RetainedRef	DuplicateRef
gene=PEX39	unassigned_transcript_3383
gene=IRC20	unassigned_transcript_4224
gene=VPS13	unassigned_transcript_3902
gene=LAM6	unassigned_transcript_4016
gene=CRD1	unassigned_transcript_826
gene=SFH5	unassigned_transcript_3213
gene=TRE1	unassigned_transcript_6084
gene=CAB1	unassigned_transcript_1524
gene=ELM1	unassigned_transcript_3717
gene=SRF1	unassigned_transcript_836
gene=SWM1	unassigned_transcript_1241
gene=YDR182W-A	unassigned_transcript_1161
gene=EMT2	unassigned_transcript_5920
gene=HSP32	unassigned_transcript_5975
gene=SET6	unassigned_transcript_6095
gene=ADE3	unassigned_transcript_2505
gene=TRM11	unassigned_transcript_5432
gene=ATH1	unassigned_transcript_6291
gene=RNH203	unassigned_transcript_4099
gene=IBD2	unassigned_transcript_5132
gene=CTL1	unassigned_transcript_4807
gene=PRP9	unassigned_transcript_933
gene=RPA12	unassigned_transcript_3437
gene=MBB1	unassigned_transcript_3163
gene=IDH2	unassigned_transcript_5706
gene=ADP1	unassigned_transcript_623
gene=SNF3	unassigned_transcript_779
gene=TDA11	unassigned_transcript_2835
gene=ABF2	unassigned_transcript_4687
gene=GIS2	unassigned_transcript_5050
gene=DOT5	unassigned_transcript_3080
gene=CYC7	unassigned_transcript_1577
gene=SAD1	unassigned_transcript_1933
gene=MTR10	unassigned_transcript_5732
gene=SPC72	unassigned_transcript_22
gene=RAD24	unassigned_transcript_1832
gene=SAC1	unassigned_transcript_3550
gene=DAL80	unassigned_transcript_3802
gene=MRP10	unassigned_transcript_921
gene=SUF5	unassigned_transcript_5712
gene=GYP6	unassigned_transcript_3325
gene=MSA2	unassigned_transcript_3847
gene=YML100W-A	unassigned_transcript_4489
gene=PTM1	unassigned_transcript_3726
gene=CUS2	unassigned_transcript_5015
gene=UTP22	unassigned_transcript_2372
gene=HSP31	unassigned_transcript_1526
gene=VAB2	unassigned_transcript_1619
gene=EKI1	unassigned_transcript_1123
gene=QDR1	unassigned_transcript_2964
gene=SPT23	unassigned_transcript_3746
gene=ZTA1	unassigned_transcript_274
gene=SRB8	unassigned_transcript_697
gene=IMA2	unassigned_transcript_5400
gene=TBF1	unassigned_transcript_6132
gene=BUD20	unassigned_transcript_4018
gene=TRP2	unassigned_transcript_1733
gene=DIF1	unassigned_transcript_4425
gene=MAD1	unassigned_transcript_2182
gene=DGK1	unassigned_transcript_5887
gene=YAL064W-B	unassigned_transcript_5
gene=YPL150W	unassigned_transcript_6111
gene=MDM30	unassigned_transcript_4353
gene=YVH1	unassigned_transcript_3124
gene=SNR52	unassigned_transcript_1777
gene=YBR209W	unassigned_transcript_442
gene=APC2	unassigned_transcript_4071
gene=GTO1	unassigned_transcript_2444
gene=HAP2	unassigned_transcript_2028
gene=GAR1	unassigned_transcript_2759
gene=YGR035C	unassigned_transcript_2312
gene=FMP41	unassigned_transcript_5128
gene=YOR342C	unassigned_transcript_5915
gene=NSE5	unassigned_transcript_4574
gene=ERG26	unassigned_transcript_2270
gene=ATG23	unassigned_transcript_4420
gene=SNR80	unassigned_transcript_1559
gene=MCO12	unassigned_transcript_3748
gene=CIT1	unassigned_transcript_5307
gene=RDR1	unassigned_transcript_5955
gene=LYS5	unassigned_transcript_2113
gene=YIL163C	unassigned_transcript_2919
gene=NVJ2	unassigned_transcript_6351
gene=PET100	unassigned_transcript_1052
gene=MSS18	unassigned_transcript_6397
gene=RRP14	unassigned_transcript_3679
gene=SMT3	unassigned_transcript_1501
gene=TPO5	unassigned_transcript_3589
gene=RIO1	unassigned_transcript_5690
gene=PEX13	unassigned_transcript_4168
gene=YNCD0004W	unassigned_transcript_940
gene=YNCD0004W	gene=YNCK0019W
gene=YNCD0004W	unassigned_transcript_3809
gene=YER053C-A	unassigned_transcript_1688
gene=MIY3	unassigned_transcript_2186
gene=ILV5	unassigned_transcript_4338
gene=MTF1	unassigned_transcript_4860
gene=YNCB0011C	unassigned_transcript_272
gene=YNCB0011C	gene=YNCD0007C
gene=YNCB0011C	unassigned_transcript_986
gene=MRP51	unassigned_transcript_6143
gene=YKL106C-A	unassigned_transcript_3652
gene=KIP2	unassigned_transcript_6105
gene=YUH1	unassigned_transcript_3472
gene=MVB12	unassigned_transcript_2508
gene=TIF4632	unassigned_transcript_2219
gene=KTR4	unassigned_transcript_431
gene=GRE2	unassigned_transcript_5407
gene=IPP1	unassigned_transcript_232
gene=NPL6	unassigned_transcript_4708
gene=YRB30	unassigned_transcript_2102
gene=CAF130	unassigned_transcript_2423
gene=CTR1	unassigned_transcript_6388
gene=RBS1	unassigned_transcript_784
gene=RPE1	unassigned_transcript_3239
gene=SUV3	unassigned_transcript_6234
gene=CEG1	unassigned_transcript_2135
gene=HTB1	unassigned_transcript_1206
gene=YPL039W	unassigned_transcript_6224
gene=SNR57	unassigned_transcript_4316
gene=VPS64	unassigned_transcript_1177
gene=PRP24	unassigned_transcript_4905
gene=PNG1	unassigned_transcript_6165
gene=YFT2	unassigned_transcript_1310
gene=DCS1	unassigned_transcript_4249
gene=RVS161	unassigned_transcript_621
gene=YLR152C	unassigned_transcript_4097
gene=SPP382	unassigned_transcript_4413
gene=YPT10	unassigned_transcript_501
gene=CMK1	unassigned_transcript_1946
gene=ATG21	unassigned_transcript_6160
gene=YCR108C	unassigned_transcript_725
gene=COQ11	unassigned_transcript_4269
gene=DBR1	unassigned_transcript_3613
gene=PAU13	unassigned_transcript_2600
gene=AAD4	unassigned_transcript_731
gene=YOS9	unassigned_transcript_1028
gene=NFT1	unassigned_transcript_3874
gene=YNCJ0005C	unassigned_transcript_3244
gene=MEP3	unassigned_transcript_6404
gene=YDR415C	unassigned_transcript_1412
gene=MLC1	unassigned_transcript_2159
gene=MLP1	unassigned_transcript_3865
gene=VMA22	unassigned_transcript_2726
gene=NOP9	unassigned_transcript_3359
gene=RRM3	unassigned_transcript_2691
gene=POL12	unassigned_transcript_180
gene=PDR10	unassigned_transcript_5903
gene=TSC3	unassigned_transcript_289
gene=SDD2	unassigned_transcript_4689
gene=SSY1	unassigned_transcript_1134
gene=PGA3	unassigned_transcript_4462
gene=ALG5	unassigned_transcript_6033
gene=DAS1	unassigned_transcript_3207
gene=ATG9	unassigned_transcript_819
gene=YOR034C-A	unassigned_transcript_5606
gene=GIR2	unassigned_transcript_1127
gene=RTF1	unassigned_transcript_2022
gene=MCM2	unassigned_transcript_193
gene=SLU7	unassigned_transcript_1062
gene=HIS7	unassigned_transcript_484
gene=YFR006W	unassigned_transcript_1934
gene=SGA1	unassigned_transcript_2987
gene=SCL1	unassigned_transcript_2258
gene=DDC1	unassigned_transcript_6065
gene=KTR2	unassigned_transcript_3829
gene=TRM112	unassigned_transcript_5353
gene=TMA10	unassigned_transcript_4306
gene=NET1	unassigned_transcript_3288
gene=ABD1	unassigned_transcript_472
gene=SCC4	unassigned_transcript_1801
gene=GCG1	unassigned_transcript_1822
gene=MCH2	unassigned_transcript_3541
gene=AIR1	unassigned_transcript_3009
gene=NNT1	unassigned_transcript_4262
gene=EST1	unassigned_transcript_4210
gene=LEU4	unassigned_transcript_5193
gene=NUP192	unassigned_transcript_3329
gene=PAT1	unassigned_transcript_695
gene=ALP1	unassigned_transcript_5036
gene=AIM14	unassigned_transcript_2106
gene=MST27	unassigned_transcript_2216
gene=SGO1	unassigned_transcript_5646
gene=TOS3	unassigned_transcript_2088
gene=GID11	unassigned_transcript_4094
gene=SNR49	unassigned_transcript_5358
gene=PUS7	unassigned_transcript_5818
gene=YNL146W	unassigned_transcript_5152
gene=ATG5	unassigned_transcript_6112
unassigned_transcript_4109	unassigned_transcript_4119
gene=VMS1	unassigned_transcript_1021
gene=YPL060C-A	unassigned_transcript_6203
gene=RSM25	unassigned_transcript_2994
gene=YJL077W-A	unassigned_transcript_3287
gene=RDS1	unassigned_transcript_723
gene=MCH5	unassigned_transcript_5883
gene=OSW7	unassigned_transcript_1982
gene=ISU1	unassigned_transcript_6125
gene=DUO1	unassigned_transcript_2206
gene=PAU3	unassigned_transcript_721
gene=APE4	unassigned_transcript_2782
gene=ATX1	unassigned_transcript_5046
gene=YIL134C-A	unassigned_transcript_2948
gene=YEL077C	unassigned_transcript_1535
gene=MEF1	unassigned_transcript_4013
gene=LAA2	unassigned_transcript_207
gene=ATG34	unassigned_transcript_5479
gene=ERG8	unassigned_transcript_4852
gene=REI1	unassigned_transcript_503
gene=GUK1	unassigned_transcript_1447
gene=TOK1	unassigned_transcript_3270
gene=ILT1	unassigned_transcript_1065
gene=APJ1	unassigned_transcript_5221
gene=RRP43	unassigned_transcript_657
gene=YNCG0030C	unassigned_transcript_2393
gene=ECM4	unassigned_transcript_3846
gene=RDL1	unassigned_transcript_5859
gene=PHO3	unassigned_transcript_327
gene=TPN1	unassigned_transcript_2082
gene=HNM1	unassigned_transcript_2191
gene=SND3	unassigned_transcript_339
gene=DAL5	unassigned_transcript_3530
gene=RPT3	unassigned_transcript_1394
gene=SRP21	unassigned_transcript_3638
gene=YKL091C	unassigned_transcript_3671
gene=ADE4	unassigned_transcript_4940
gene=TIF34	unassigned_transcript_4770
gene=YOR186W	unassigned_transcript_5759
gene=MER1	unassigned_transcript_5093
gene=AVT6	unassigned_transcript_1762
gene=SAP190	unassigned_transcript_3797
gene=AMS1	unassigned_transcript_2111
gene=CIR1	unassigned_transcript_2509
gene=MIC12	unassigned_transcript_499
gene=RUF22	unassigned_transcript_1957
gene=CRZ1	unassigned_transcript_5278
gene=DGR1	unassigned_transcript_5171
gene=THI73	unassigned_transcript_3946
gene=YGR164W	unassigned_transcript_2461
gene=YNCK0021W	gene=YNCL0047W
gene=YNCK0021W	gene=YNCP0017C
gene=CUZ1	unassigned_transcript_5143
gene=SOL1	unassigned_transcript_5341
gene=ATP15	unassigned_transcript_5984
gene=BAP3	unassigned_transcript_1019
gene=COX17	unassigned_transcript_3933
gene=PSO2	unassigned_transcript_4761
gene=GAG1	unassigned_transcript_4392
gene=OAR1	unassigned_transcript_3710
gene=BOR1	unassigned_transcript_5031
gene=YHR086W-A	unassigned_transcript_2756
gene=SMC5	unassigned_transcript_5529
gene=COQ9	unassigned_transcript_4177
gene=DFP3	unassigned_transcript_618
gene=LIF1	unassigned_transcript_2177
gene=SRL4	unassigned_transcript_6230
gene=HDA3	unassigned_transcript_6454
gene=HTB2	unassigned_transcript_220
gene=YCL074W	unassigned_transcript_541
gene=PFK1	unassigned_transcript_2543
gene=YMR262W	unassigned_transcript_4899
gene=DPB3	unassigned_transcript_514
gene=DDI2	unassigned_transcript_4969
gene=MED4	unassigned_transcript_5745
gene=ORT1	unassigned_transcript_5700
gene=SIS1	unassigned_transcript_5300
gene=NAB2	unassigned_transcript_2143
gene=DLD1	unassigned_transcript_798
gene=LIN1	unassigned_transcript_2832
gene=VMA3	unassigned_transcript_1591
gene=URN1	unassigned_transcript_6418
gene=TIM11	unassigned_transcript_1315
gene=PTH1	unassigned_transcript_2868
gene=VIP1	unassigned_transcript_4395
gene=LUC7	unassigned_transcript_880
gene=MEP2	unassigned_transcript_5156
gene=NSA1	unassigned_transcript_2155
gene=EHD3	unassigned_transcript_1008
gene=MNN4	unassigned_transcript_3562
gene=YNL193W	unassigned_transcript_5107
gene=YJR154W	unassigned_transcript_3532
gene=YHR022C	unassigned_transcript_2681
gene=NAT5	unassigned_transcript_5827
gene=GDE1	unassigned_transcript_6151
gene=YBP1	unassigned_transcript_451
gene=PAU15	unassigned_transcript_3138
gene=UFD4	unassigned_transcript_3757
gene=ERG2	unassigned_transcript_4834
gene=AIM24	unassigned_transcript_3453
gene=YHL015W-A	unassigned_transcript_2632
gene=YLR365W	unassigned_transcript_4350
gene=UBA3	unassigned_transcript_6329
gene=TMC1	unassigned_transcript_5624
gene=YPL199C	unassigned_transcript_6060
gene=SHO1	unassigned_transcript_1761
gene=SMF3	unassigned_transcript_3978
gene=NSA2	unassigned_transcript_1769
gene=SFK1	unassigned_transcript_3714
gene=SSS1	unassigned_transcript_1060
gene=CMR2	unassigned_transcript_5665
gene=LAP3	unassigned_transcript_5066
gene=NGG1	unassigned_transcript_1153
gene=TAO3	unassigned_transcript_2955
gene=CSG2	unassigned_transcript_263
gene=FOB1	unassigned_transcript_1088
gene=CAK1	unassigned_transcript_1893
gene=MSH4	unassigned_transcript_1922
gene=RIE1	unassigned_transcript_2553
gene=YJL118W	unassigned_transcript_3240
gene=SIR4	unassigned_transcript_1209
gene=AKL1	unassigned_transcript_290
gene=PAU16	unassigned_transcript_3539
unassigned_transcript_4103	unassigned_transcript_4113
gene=ARO5	unassigned_transcript_2149
gene=POL31	unassigned_transcript_3376
gene=MTQ1	unassigned_transcript_5236
gene=BIL1	unassigned_transcript_5881
gene=VID22	unassigned_transcript_4358
gene=GYP7	unassigned_transcript_740
gene=PDA1	unassigned_transcript_1838
gene=OPY1	unassigned_transcript_361
gene=JSN1	unassigned_transcript_3462
gene=LSR1	unassigned_transcript_466
unassigned_transcript_912	unassigned_transcript_5629
gene=ECM3	unassigned_transcript_5664
gene=LOH1	unassigned_transcript_3332
gene=PAU23	unassigned_transcript_3983
gene=COP1	unassigned_transcript_823
gene=AGP3	unassigned_transcript_1866
gene=PFA3	unassigned_transcript_4978
gene=SUF6	unassigned_transcript_5016
gene=SNF11	unassigned_transcript_1046
gene=DFP1	unassigned_transcript_85
gene=SUB1	unassigned_transcript_4649
gene=APL6	unassigned_transcript_2564
gene=AIM33	unassigned_transcript_4502
gene=OXA1	unassigned_transcript_1809
gene=YIL001W	unassigned_transcript_3093
gene=NST1	unassigned_transcript_5208
gene=DSF1	unassigned_transcript_1542
gene=APQ13	unassigned_transcript_3289
gene=ARI1	unassigned_transcript_2110
gene=IGO2	unassigned_transcript_2803
gene=SPN1	unassigned_transcript_6395
gene=SEC22	unassigned_transcript_4248
gene=YMR317W	unassigned_transcript_4959
gene=TPS3	unassigned_transcript_4898
gene=TOM70	unassigned_transcript_5180
gene=ERG10	unassigned_transcript_6235
gene=YCR043C	unassigned_transcript_666
gene=OCA4	unassigned_transcript_711
gene=YKL107W	unassigned_transcript_3651
gene=COQ5	unassigned_transcript_4478
gene=COX9	unassigned_transcript_900
gene=YGL118C	unassigned_transcript_2148
gene=CTF18	unassigned_transcript_4695
gene=SCS2	unassigned_transcript_1763
gene=NAM8	unassigned_transcript_2755
gene=YER078W-A	unassigned_transcript_1719
gene=RAP1	unassigned_transcript_5087
gene=ERG6	unassigned_transcript_4589
gene=PBY1	unassigned_transcript_329
unassigned_transcript_1953	unassigned_transcript_5538
gene=BSC5	unassigned_transcript_5379
gene=FRE5	unassigned_transcript_5960
gene=RGC1	unassigned_transcript_6378
gene=RRP36	unassigned_transcript_5861
gene=YDR344C	unassigned_transcript_1336
gene=PTA1	unassigned_transcript_26
gene=TGA1	unassigned_transcript_79
gene=HHO1	unassigned_transcript_6133
gene=PEX5	unassigned_transcript_1225
gene=SSO2	unassigned_transcript_4812
gene=TRK2	unassigned_transcript_3818
gene=OYE2	unassigned_transcript_2856
gene=TAL1	unassigned_transcript_4337
gene=LEU2	unassigned_transcript_594
gene=ATG11	unassigned_transcript_6314
gene=SDH3	unassigned_transcript_3620
gene=OCH1	unassigned_transcript_2231
gene=CHO1	unassigned_transcript_1655
gene=FMP40	unassigned_transcript_6038
gene=EMT1	unassigned_transcript_1342
gene=EMT1	gene=EMT5
gene=EMT1	unassigned_transcript_3342
gene=POP4	unassigned_transcript_494
gene=ISF1	unassigned_transcript_4698
gene=DPS1	unassigned_transcript_3924
gene=YJL028W	unassigned_transcript_3343
gene=SPO19	unassigned_transcript_6130
gene=NHX1	unassigned_transcript_1448
gene=TIF2	unassigned_transcript_3220
gene=ARG1	unassigned_transcript_5503
gene=FKS3	unassigned_transcript_4946
gene=YKR104W	unassigned_transcript_3875
gene=RTA1	unassigned_transcript_2515
gene=NKP2	unassigned_transcript_4296
gene=YBL055C	unassigned_transcript_160
gene=SHE1	unassigned_transcript_184
gene=KTR1	unassigned_transcript_5671
gene=DPC29	unassigned_transcript_2291
gene=YNCH0002C	unassigned_transcript_2640
gene=YNCH0002C	gene=YNCE0023W
gene=YNCH0002C	unassigned_transcript_1783
gene=YNCH0002C	gene=YNCJ0015W
gene=YNCH0002C	unassigned_transcript_3334
gene=YNCH0002C	gene=YNCK0011C
gene=YNCH0002C	unassigned_transcript_3694
gene=SRP102	unassigned_transcript_3608
gene=MIY2	unassigned_transcript_6068
unassigned_transcript_2738	unassigned_transcript_118
unassigned_transcript_2738	unassigned_transcript_1935
unassigned_transcript_2738	unassigned_transcript_2241
unassigned_transcript_2738	unassigned_transcript_6264
gene=PEX25	unassigned_transcript_6148
gene=BIM1	unassigned_transcript_1643
gene=SYM1	unassigned_transcript_4228
gene=PDX3	unassigned_transcript_260
gene=PAU19	unassigned_transcript_4966
gene=GRH1	unassigned_transcript_1508
gene=YMD8	unassigned_transcript_4560
gene=URH1	unassigned_transcript_1399
gene=ULS1	unassigned_transcript_5764
gene=PEX3	unassigned_transcript_1321
gene=SAP155	unassigned_transcript_1983
gene=IES1	unassigned_transcript_1911
gene=MRP2	unassigned_transcript_6441
gene=NSE4	unassigned_transcript_864
gene=MPM1	unassigned_transcript_3297
gene=YLR111W	unassigned_transcript_4056
gene=APC9	unassigned_transcript_4045
gene=YLF2	unassigned_transcript_2634
gene=YMR158C-A	unassigned_transcript_4783
gene=MRPL6	unassigned_transcript_2822
gene=GAT4	unassigned_transcript_3107
gene=YCR102C	unassigned_transcript_720
gene=GLD1	unassigned_transcript_6372
gene=NUS1	unassigned_transcript_780
gene=SDH7	unassigned_transcript_1502
gene=DCV1	unassigned_transcript_1943
gene=GLG2	unassigned_transcript_3221
gene=BUG1	unassigned_transcript_870
gene=RPS25A	unassigned_transcript_2297
gene=CYB5	unassigned_transcript_5188
gene=GRX6	unassigned_transcript_951
gene=PPM2	unassigned_transcript_5416
gene=SPT6	unassigned_transcript_2401
gene=MIX23	unassigned_transcript_107
gene=UPS2	unassigned_transcript_4148
gene=SDH5	unassigned_transcript_5490
gene=YNR064C	unassigned_transcript_5374
gene=TAF4	unassigned_transcript_4604
gene=YOR338W	unassigned_transcript_5911
gene=AAD10	unassigned_transcript_3533
gene=MTC1	unassigned_transcript_3237
gene=HIS6	unassigned_transcript_3067
gene=ACP1	unassigned_transcript_3570
gene=SPT5	unassigned_transcript_4587
gene=NIT1	unassigned_transcript_2918
gene=YPF1	unassigned_transcript_3660
gene=DIT2	unassigned_transcript_1400
gene=COY1	unassigned_transcript_3585
gene=ATG20	unassigned_transcript_856
gene=TEX1	unassigned_transcript_5052
gene=BNI4	unassigned_transcript_5071
gene=YLR112W	unassigned_transcript_4057
gene=CDC123	unassigned_transcript_4190
gene=YOR289W	unassigned_transcript_5863
gene=RSM24	unassigned_transcript_1152
gene=YFL068W	unassigned_transcript_1855
gene=YDR003W-A	unassigned_transcript_967
gene=SSU1	unassigned_transcript_6169
gene=YPR147C	unassigned_transcript_6414
gene=SBA1	unassigned_transcript_3643
gene=RMP1	unassigned_transcript_4089
gene=SSK1	unassigned_transcript_3948
gene=ECM12	unassigned_transcript_2680
gene=COX18	unassigned_transcript_2344
gene=VPR1	unassigned_transcript_2931
gene=SLH1	unassigned_transcript_2572
gene=BXI1	unassigned_transcript_4997
gene=SPC25	unassigned_transcript_1645
gene=MGM1	unassigned_transcript_5786
gene=RQC2	unassigned_transcript_6253
gene=YFR054C	unassigned_transcript_1997
gene=RKR1	unassigned_transcript_4883
gene=HSP60	unassigned_transcript_4237
gene=KSS1	unassigned_transcript_2322
gene=TRX3	unassigned_transcript_699
gene=HEM1	unassigned_transcript_1213
gene=SSH1	unassigned_transcript_519
gene=FCY2	unassigned_transcript_1691
gene=RPL38	unassigned_transcript_4304
gene=COQ2	unassigned_transcript_5349
gene=ERV15	unassigned_transcript_445
gene=GAC1	unassigned_transcript_5750
gene=YCR006C	unassigned_transcript_616
gene=TYC1	unassigned_transcript_533
gene=STR2	unassigned_transcript_3506
gene=KNH1	unassigned_transcript_917
gene=PRM15	unassigned_transcript_4917
gene=SPC29	unassigned_transcript_6136
gene=THI2	unassigned_transcript_476
gene=RPA43	unassigned_transcript_5913
gene=CRM1	unassigned_transcript_2521
gene=SEC39	unassigned_transcript_4429
gene=YNCL0050C	unassigned_transcript_4414
gene=YNCL0050C	gene=YNCN0003W
gene=YNCL0050C	unassigned_transcript_5020
gene=YNCL0050C	gene=YNCN0017W
gene=YNCL0050C	unassigned_transcript_5309
gene=YNR071C	unassigned_transcript_5381
gene=BUD4	unassigned_transcript_3463
gene=PUS6	unassigned_transcript_2467
gene=UTH1	unassigned_transcript_3811
gene=CKB1	unassigned_transcript_2250
gene=PIM1	unassigned_transcript_194
gene=PEX19	unassigned_transcript_902
gene=YOL019W-A	unassigned_transcript_5547
gene=CMC1	unassigned_transcript_3625
gene=NTH1	unassigned_transcript_964
gene=DUN1	unassigned_transcript_868
gene=RRP17	unassigned_transcript_1410
gene=ICL1	unassigned_transcript_1702
gene=RSM27	unassigned_transcript_2517
gene=STI1	unassigned_transcript_5597
gene=ERP5	unassigned_transcript_2779
gene=VBA5	unassigned_transcript_3876
gene=CCT4	unassigned_transcript_825
gene=CTF13	unassigned_transcript_4711
gene=NAT1	unassigned_transcript_926
gene=GNT1	unassigned_transcript_5896
gene=MED11	unassigned_transcript_4733
gene=LAG2	unassigned_transcript_5539
gene=SSB1	unassigned_transcript_745
gene=NOP19	unassigned_transcript_2554
gene=HMG2	unassigned_transcript_4438
gene=ERP6	unassigned_transcript_2269
gene=MRX15	unassigned_transcript_5348
gene=RPL11A	unassigned_transcript_6364
gene=YPR089W	unassigned_transcript_6350
gene=GPC1	unassigned_transcript_2439
gene=YCL048W-A	unassigned_transcript_563
gene=HUL5	unassigned_transcript_2125
gene=YNCG0017W	unassigned_transcript_2217
gene=YNCG0017W	gene=YNCG0038C
gene=YNCG0017W	unassigned_transcript_2462
gene=GTO3	unassigned_transcript_4887
gene=PYK2	unassigned_transcript_5924
gene=CDC33	unassigned_transcript_5418
gene=TOM20	unassigned_transcript_2361
gene=FUS3	unassigned_transcript_200
gene=ARP8	unassigned_transcript_5710
gene=HRD3	unassigned_transcript_4182
gene=GUP1	unassigned_transcript_2184
gene=OSH2	unassigned_transcript_944
gene=YNCE0028C	unassigned_transcript_1816
gene=BNS1	unassigned_transcript_2533
gene=FAB1	unassigned_transcript_1952
gene=ROM2	unassigned_transcript_4356
gene=PFF1	unassigned_transcript_306
gene=STE20	unassigned_transcript_2645
gene=HXT4	unassigned_transcript_2762
gene=FUI1	unassigned_transcript_172
gene=FUN19	unassigned_transcript_37
gene=EFM2	unassigned_transcript_508
gene=SUP4	gene=SUP3
gene=ASI1	unassigned_transcript_4742
gene=IPL1	unassigned_transcript_6051
gene=EAF5	unassigned_transcript_1602
gene=YDR124W	unassigned_transcript_1102
gene=YDR444W	unassigned_transcript_1437
gene=INP54	unassigned_transcript_5496
gene=MEH1	unassigned_transcript_3775
gene=NDD1	unassigned_transcript_5947
gene=VHC1	unassigned_transcript_471
gene=AQR1	unassigned_transcript_5234
gene=NUT2	unassigned_transcript_6443
gene=YHL042W	unassigned_transcript_2604
gene=RSE1	unassigned_transcript_4545
gene=ATG4	unassigned_transcript_5079
gene=YCF1	unassigned_transcript_1112
gene=AIM20	unassigned_transcript_2924
gene=UTP14	unassigned_transcript_4497
gene=RPS2	unassigned_transcript_2142
gene=TRM82	unassigned_transcript_1139
gene=URA4	unassigned_transcript_4409
gene=MRS3	unassigned_transcript_3226
gene=NCW2	unassigned_transcript_4171
gene=HEM15	unassigned_transcript_5747
gene=DUS3	unassigned_transcript_4386
gene=MRP21	unassigned_transcript_127
gene=DBP10	unassigned_transcript_932
gene=RPC11	unassigned_transcript_1018
gene=ASF2	unassigned_transcript_777
gene=FMP49	unassigned_transcript_1668
gene=ANK1	unassigned_transcript_2024
gene=GFD1	unassigned_transcript_4892
gene=TAZ1	unassigned_transcript_6406
gene=CAP1	unassigned_transcript_3760
gene=YPT53	unassigned_transcript_5206
gene=SEC11	unassigned_transcript_3120
gene=GLE1	unassigned_transcript_766
gene=YNL146C-A	unassigned_transcript_5151
gene=MMT2	unassigned_transcript_6036
gene=HSP82	unassigned_transcript_6021
gene=TRM9	unassigned_transcript_4583
gene=MRPS16	unassigned_transcript_6249
gene=HSP30	unassigned_transcript_638
gene=NUP42	unassigned_transcript_1170
gene=BUL1	unassigned_transcript_4914
gene=RPA135	unassigned_transcript_6273
gene=PDE2	unassigned_transcript_5937
gene=GTR1	unassigned_transcript_4467
gene=ACH1	unassigned_transcript_201
gene=GCR2	unassigned_transcript_5102
gene=APN2	unassigned_transcript_197
gene=POL1	unassigned_transcript_5195
gene=DNM1	unassigned_transcript_3942
gene=MSG5	unassigned_transcript_5248
gene=OM45	unassigned_transcript_2946
gene=HDA2	unassigned_transcript_1281
gene=COG3	unassigned_transcript_1812
gene=OPI10	unassigned_transcript_5531
gene=RGD2	unassigned_transcript_1874
gene=RCR1	unassigned_transcript_226
gene=PPS1	unassigned_transcript_513
gene=RPT5	unassigned_transcript_5688
gene=SHE3	unassigned_transcript_362
gene=HKR1	unassigned_transcript_1417
gene=ODC2	unassigned_transcript_5796
gene=MPP10	unassigned_transcript_3371
gene=AFT2	unassigned_transcript_6057
gene=LRE1	unassigned_transcript_560
gene=BUR6	unassigned_transcript_1815
gene=ARO7	unassigned_transcript_6323
gene=RSA4	unassigned_transcript_689
gene=PER33	unassigned_transcript_4008
gene=YDL114W	unassigned_transcript_855
gene=YMR084W	unassigned_transcript_4701
gene=CHK1	unassigned_transcript_511
gene=LYS20	unassigned_transcript_790
gene=YRB1	unassigned_transcript_965
gene=PIN4	unassigned_transcript_163
gene=ZPR1	unassigned_transcript_2513
gene=CBT1	unassigned_transcript_3556
gene=TIF1	unassigned_transcript_3827
gene=TOS4	unassigned_transcript_4161
gene=TIM12	unassigned_transcript_326
gene=FMP46	unassigned_transcript_3817
gene=SFP1	unassigned_transcript_4387
gene=BUB2	unassigned_transcript_4671
gene=TGL3	unassigned_transcript_4953
gene=YGR201C	unassigned_transcript_2502
gene=CHS2	unassigned_transcript_265
gene=RSF2	unassigned_transcript_3502
gene=ATS1	unassigned_transcript_52
gene=YCR051W	unassigned_transcript_673
gene=URK1	unassigned_transcript_5319
gene=RVB1	unassigned_transcript_1168
gene=FUM1	unassigned_transcript_5993
gene=TRS33	unassigned_transcript_5686
gene=ABP140	unassigned_transcript_5815
gene=RNH70	unassigned_transcript_2577
gene=YHR213W	unassigned_transcript_2893
gene=URB2	unassigned_transcript_3409
gene=MAK31	unassigned_transcript_636
gene=SRP14	unassigned_transcript_875
gene=UTR4	unassigned_transcript_1578
gene=ARG4	unassigned_transcript_2675
gene=ROG1	unassigned_transcript_2122
gene=MBF1	unassigned_transcript_5875
gene=NMA111	unassigned_transcript_5178
gene=GAL7	unassigned_transcript_242
gene=PUP2	unassigned_transcript_2556
gene=YER188W	unassigned_transcript_1850
gene=RRT2	unassigned_transcript_482
gene=YMC2	unassigned_transcript_337
gene=RAD28	unassigned_transcript_993
gene=ILV3	unassigned_transcript_3387
gene=CCT6	unassigned_transcript_1166
gene=VTI1	unassigned_transcript_4828
gene=FMP48	unassigned_transcript_2333
gene=TOS2	unassigned_transcript_2523
gene=HOM6	unassigned_transcript_3516
gene=HSH155	unassigned_transcript_4928
gene=SSP2	unassigned_transcript_5817
gene=FLO11	unassigned_transcript_3114
gene=IRA2	unassigned_transcript_5481
gene=SEY1	unassigned_transcript_5738
gene=VBA1	unassigned_transcript_4705
gene=PRY2	unassigned_transcript_3781
gene=DPA10	unassigned_transcript_4288
gene=SFG1	unassigned_transcript_5891
gene=YPL077C	unassigned_transcript_6184
gene=SPR28	unassigned_transcript_1201
gene=DOA1	unassigned_transcript_3549
